순위,상품번호,도서명,부제목,저자,출판사,출판일,할인율,판매가,정가,판매지수,리뷰수,평점
869,135854770,한 권으로 배우는 게임 프로그래밍,"수학과 물리, 자료구조와 알고리즘, 디자인 패턴으로 익히는 게임 개발 필수 지식","박태준,박효재,윤하연",한빛미디어,2024년 10월,10%,"25,200원","28,000원","1,344",12,9.7
870,135796323,머니코치 최준호의 네이버 3대장 마케팅,"블로그, 스마트플레이스, 카페 마케팅 한 권으로 끝내기",최준호,한빛미디어,2024년 10월,10%,"19,800원","22,000원","1,278",32,9.5
871,135733382,규칙으로 배우는 임베디드 시스템: CPU 이론 및 펌웨어 개발 규칙,,장선웅,북랩,2024년 10월,10%,"18,000원","20,000원","1,344",1,10.0
872,135733019,규칙으로 배우는 임베디드 시스템: 회로 설계 및 PCB 설계 규칙,,장선웅,북랩,2024년 10월,10%,"27,000원","30,000원","2,076",0,
873,135722461,이게 되네? 업무 자동화 미친 활용 앱스 스크립트 with 챗GPT,"업무부터 일상까지, 3일 작업 한 방에 처리하는 45가지 미친 자동화 치트키",서휘승,골든래빗,2024년 11월,10%,"28,800원","32,000원","2,514",3,10.0
874,134904743,블렌더로 애니 그림체 캐릭터를 만들어보자! : 카툰 렌더링편,,나츠모리 카츠저/김모세역,AK(에이케이 커뮤니케이션즈),2024년 10월,10%,"44,820원","49,800원",726,4,10.0
875,134794414,비전공자를 위한 AWS,클라우드 입문부터 자격증 취득까지 쉽게 배우는 AWS,히로코 니시무라저/강전희역,제이펍,2024년 10월,10%,"18,000원","20,000원",654,7,9.7
876,134648807,밑바닥부터 시작하는 딥러닝 5,10단계로 익히는 이미지 생성 모델의 원리,사이토 고키저/개앞맵시역,한빛미디어,2024년 10월,10%,"29,700원","33,000원","2,244",20,9.7
877,134305285,실전 예제로 알아보는 서점직원의 실전 UI/UX,토스의 계좌 개설은 왜 쉽고 간편할까?,서점직원,위키북스,2024년 10월,10%,"25,200원","28,000원",696,1,10.0
878,133892049,그림으로 이해하는 시스템 설계,"시스템 설계, 쉽고 재미있게 시작하자!",이시구로 나오키저/서수환역,길벗,2024년 09월,10%,"19,800원","22,000원","1,008",20,10.0
879,133890558,NEW 쪼물쪼물 내친구 2021 엑셀왕 직업 이야기,,놀이교육콘텐츠랩,마린북스,2024년 09월,10%,"10,800원","12,000원",570,0,
880,133846138,정말 쉽네? 챗GPT 입문,,오힘찬,골든래빗,2024년 10월,10%,"19,800원","22,000원","2,394",149,9.6
881,133810492,블렌더 3D,,박봄이,아이콕스(iCox),2024년 09월,10%,"29,700원","33,000원",654,1,10.0
882,133337416,20가지 템플릿으로 배우는 노션 Notion,"일정, 성과 관리, 포트폴리오, 아카이빙, 협업 문서까지 만들면서 배우는 노션",전시진,시프트,2024년 10월,10%,"18,000원","20,000원","3,900",370,9.7
883,133320689,정보보안 관제 및 운영 자동화 실무 가이드,실무에 즉시 적용할 수 있는 플레이북 활용 사례,최대수,에이콘출판사,2024년 09월,10%,"27,000원","30,000원",558,12,10.0
884,133320591,하드웨어 해킹 핸드북,하드웨어 공격으로 임베디드 보안 무너뜨리기,"콜린 오플린,야스퍼 반 벨든버그저/김세영,정윤선역",에이콘출판사,2024년 09월,10%,"43,200원","48,000원",516,3,10.0
885,133290567,그림과 실습으로 배우는 깃 & 깃허브 입문,처음부터 제대로 배우는 개발자 필수 도구 Git/GitHub,한재원,위키북스,2024년 09월,10%,"24,300원","27,000원",810,5,10.0
886,133282273,인공지능 시대의 지식과 학습,,설동준,커뮤니케이션북스,2024년 09월,,"12,000원","12,000원",60,0,
887,133237852,AI 디자인,디자인이 막막한가요? 광고부터 포스터 디자인까지,"신호진,강경희,최종수",길벗,2024년 09월,10%,"24,300원","27,000원","2,352",34,9.8
888,132891586,"일잘러의 비밀, 엑셀 대신 파이썬으로 업무 자동화하기","엑셀 업무로 지친 직장인, 파이썬으로 칼퇴하자!",포스코인재창조원,한빛미디어,2024년 09월,10%,"22,500원","25,000원",858,21,9.8
889,132766309,크러쉬 잇! (CRUSH IT),당신의 콘텐츠가 비즈니스가 된다,게리 바이너척저/최소영역/정진수감수,천그루숲,2024년 08월,10%,"15,300원","17,000원",726,5,9.6
890,132759525,챗GPT API를 활용한 챗봇 만들기,"5일 만에 파이썬, 프롬프트 엔지니어링, 오픈AI API, 에이전트, 벡터DB 마스터하기",이승우,한빛미디어,2024년 08월,10%,"28,800원","32,000원",852,17,9.8
891,132622998,처음 배우는 한쇼 꿈트리 2,한쇼 2022,"김민정,김민화저/KIE 기획연구실감수",아카데미소프트,2024년 08월,10%,"10,800원","12,000원",294,0,
892,132622966,처음 배우는 한글 꿈트리 2,한글 2022,"김민정,김민화저/KIE 기획연구실감수",아카데미소프트,2024년 09월,10%,"10,800원","12,000원",906,0,
893,132622950,한글 2022으로 시작하는 컴스타 2,,"김경민,김민영저/KIE 기획연구실감수/컴벤져스기획",아카데미소프트,2024년 09월,10%,"12,600원","14,000원",573,0,
894,132620204,아케이드 게임 타이포그래피,픽셀 폰트 디자인의 예술,오마가리 토시저/무로가 기요노리글/박희원역,안그라픽스,2024년 08월,5%,"33,250원","35,000원",174,0,
895,132616226,두부의 캐릭터 드로잉 with 프로크리에이트,누구나 할 수 있는 나만의 캐릭터와 굿즈 만들기,김경은,한빛미디어,2024년 09월,10%,"19,800원","22,000원",618,19,9.8
896,132383020,적게 일하고 많이 버는 AI 워커스,생성형 AI를 주무르는 최상위 일잘러들의 커리어 생존 전략,"김덕진,김아람",21세기북스,2024년 08월,10%,"19,800원","22,000원",576,31,9.4
897,132189588,NEW 우당탕탕 파워포인트 2021로 발표하기,,교재개발팀,마린북스,2024년 08월,10%,"12,600원","14,000원","2,577",4,9.5
898,131987807,Step1 SOLIDWORKS Simulation,기계설계기사해석,문석봉,청담북스,2024년 08월,5%,"23,750원","25,000원",168,1,10.0
899,131947753,창업부터 운영까지 단계별로 실천하는 SNS 마케팅,"인스타그램, 유튜브, 블로그, 페이스북, 구글까지 모든 도구를 활용하라!","강진영,유영진",제이펍,2024년 09월,10%,"19,800원","22,000원",642,15,9.3
900,130279113,블렌더로 애니 그림체 캐릭터를 만들어보자! : 모델링편,,나츠모리 카츠저/김모세역,AK(에이케이 커뮤니케이션즈),2024년 08월,10%,"38,520원","42,800원","1,602",13,9.8
901,130198048,NEW 쪼물쪼물 내친구 2020/2022 한글왕 음식이야기,,놀이교육콘텐츠랩,마린북스,2024년 08월,10%,"10,800원","12,000원","1,386",0,
902,130027463,아는 만큼 보이는 AI,"챗봇부터 유튜브 추천, 수학 문제 풀이, 중고 거래 자동 분류까지 한 권으로 보는 AI 기술과 트렌드",최기원,길벗,2024년 08월,10%,"17,100원","19,000원",948,23,9.7
903,129855656,세컨드 브레인을 구축하는 제텔카스텐 & 옵시디언,당신을 일잘러로 만들어주는 획기적인 제3세대 메모 앱,생산적생산자,e비즈북스,2024년 08월,10%,"20,700원","23,000원",750,3,6.7
904,129776595,MLOps 구축 가이드북,초보자를 위한 ML 모델 서빙 준비하기,김남기,루비페이퍼,2024년 07월,10%,"32,400원","36,000원",600,3,10.0
905,129775145,CATIA V5 유한요소 해석법,상황별 실용예제 따라하기,"고재철,안기원,권영두,이대섭공",온솔루션인티그레이션,2024년 07월,10%,"32,400원","36,000원",180,0,
906,129445293,코파일럿+엑셀 업무자동화 정석,,권현욱,디지털북스,2024년 08월,10%,"19,800원","22,000원",870,4,9.0
907,129417336,API 보안 전략,일찍 시작하고 끝까지 지키는 안전한 소프트웨어 개발을 위한 필수 방어 기술,콜린 도모니저/류광역,정보문화사,2024년 08월,10%,"25,200원","28,000원",348,14,10.0
908,129370001,부를 창출하는 ChatGPT 활용전략,,정종기,형설eLife,2024년 08월,10%,"24,300원","27,000원",288,0,
909,129368946,망고TOON 클릭으로 만드는 웹툰&애니메이션,,"신현미,창의콘텐츠연구소글",해람북스,2024년 07월,10%,"13,500원","15,000원",228,0,
910,129134482,마인크래프트 에듀케이션 프로젝트 40,,스티브코딩,영진닷컴,2024년 08월,10%,"13,500원","15,000원","2,223",0,
911,129133723,Do it! HTML+CSS+자바스크립트 웹 표준의 정석,한 권으로 끝내는 웹 기본 교과서,고경희,이지스퍼블리싱,2024년 07월,10%,"28,800원","32,000원","4,008",86,9.6
912,129131598,파이썬으로 구현하는 로보어드바이저,"포트폴리오 최적화에서 마켓타이밍, 팩터 투자, 딥러닝까지","윤성진,리준,이유리,조민기,허재웅",에이콘출판사,2024년 07월,10%,"32,400원","36,000원",192,4,8.5
913,129077501,"생성형 AI 투닝, 수업의 터닝포인트가 되다 vol.1",초등편 / 중등편,"툰스퀘어,에듀테크교사연구회",툰스퀘어,2024년 07월,10%,"16,200원","18,000원",402,9,9.6
914,129064913,월 20달러로 고용하는 AI 변호사 with 챗GPT,"계약서, 고소장, 판결문 분석까지 법률상담이 난생처음이라면",김덕은,한빛미디어,2024년 07월,10%,"19,800원","22,000원",822,30,9.9
915,128940830,이벤트 소싱과 마이크로서비스 아키텍처,성공적인 이벤트 기반 시스템 구축하기,손경덕,에이콘출판사,2024년 07월,10%,"31,500원","35,000원",408,4,10.0
916,128928355,명품 JAVA Programming,,"황기태,김효수",생능출판사,2024년 07월,,"34,000원","34,000원","4,770",6,10.0
917,128858060,Do it! IT 서비스 이해를 위한 네트워크 기초,개발자 취업·실무를 위한 실습형 네트워크 입문서,심준보,이지스퍼블리싱,2024년 07월,10%,"19,800원","22,000원",570,10,9.6
918,128818624,네트워크 보안 위협과 대응,기업 보안 사례로 알아보는 침해 사고 탐지 및 예방,김형기,비제이퍼블릭(BJ퍼블릭),2024년 07월,10%,"27,000원","30,000원",348,5,10.0
919,128197397,처음 시작하는 FastAPI,"모던 파이썬 개념부터 실전 프로젝트까지, 따라 하며 배우는 웹 백엔드 개발","빌 루바노빅저/한용재,한바름역",한빛미디어,2024년 06월,10%,"23,400원","26,000원","1,134",23,9.5
920,128193611,당근 마케팅,작은 가게를 살리는 실전 비즈니스,곽지운,한빛미디어,2024년 07월,10%,"16,200원","18,000원",738,29,9.7
921,128193122,무작정 따라하기 엑셀 파워포인트 워드+한글,기본+회사실무 완벽 대응!,"박미정,박은진",길벗,2024년 07월,10%,"22,500원","25,000원","1,542",7,9.1
922,128122789,초등부터 중등까지 한 권으로 끝내는 엔트리와 40개의 작품들,동영상 강의보며 혼자 학습 ok! 학교/학원/방과 후 코딩 교재로 ok!,"전진아,김수연",앤써북,2024년 06월,10%,"15,930원","17,700원","1,782",13,9.8
923,128108773,업무에서 바로 써먹는 ChatGPT 생성형 AI 활용,GPT-4o/코파일럿/클로드/제미나이/감마/봇프레스/유튜브 숏폼·롱폼 제작/캔바/프레이머/미조우,김명석,광문각출판미디어,2024년 06월,,"17,000원","17,000원","1,098",20,9.8
924,127978317,A Tour of C++ Third Edition,C++ 창시자가 전하는 최신 C++ 가이드,비야네 스트롭스트룹저/심지현역,에이콘출판사,2024년 06월,10%,"29,700원","33,000원",726,4,6.5
925,127948088,엘라스틱서치를 활용한 벡터 검색 실무 가이드,"자연어 처리와 생성형 AI, RAG를 위한 대규모 벡터 데이터베이스","바할딘 아자르미,제프 베스탈저/한우선,백승민,유태황역",위키북스,2024년 06월,10%,"25,200원","28,000원",564,2,10.0
926,127012828,뇌를 쓰지 않는 만만한 PPT,,제이,한빛미디어,2024년 06월,10%,"19,800원","22,000원",480,21,9.7
927,126970158,보고 혁명,현직 팀장들이 검증하는 실무 보고서 작성법,이성윤,한빛미디어,2024년 06월,10%,"16,200원","18,000원","1,191",36,9.7
928,126871758,Do it! 스케치업 with 엔스케이프,8가지 실무 프로젝트로 배우는 건축·인테리어 렌더링,최주영,이지스퍼블리싱,2024년 06월,10%,"20,700원","23,000원","2,826",17,10.0
929,126789914,교실에서 바로 통하는 배움중심수업 에듀테크와 AI로 확!잡자,"에듀테크, AI의 배움중심수업 활용 결과를 학생 성장으로 증명한다!",유수근,앤써북,2024년 06월,10%,"13,950원","15,500원","1,224",16,9.9
930,126724052,교실에서 바로 통하는 하이테크 에듀테크 미래교육 실전활용법,"체험형, 참여형 수업도구 만들기부터 과목별 AI코스웨어 완벽 활용법까지!","김병남,유경윤,이종상,박민,박준원",앤써북,2024년 06월,10%,"16,920원","18,800원",720,13,9.5
931,126680333,스프링 교과서,기초부터 탄탄하게 배워서 바로 쓰는 스프링 입문,로렌티우 스필카저/정성권역,길벗,2024년 05월,10%,"29,700원","33,000원",744,19,9.8
932,126659010,러닝 깃허브 액션,깃허브로 시작하는 지속적 통합 및 배포 자동화,"브렌트 래스터저/정의형,정한결역",한빛미디어,2024년 05월,10%,"27,000원","30,000원",234,12,9.8
933,126647084,C#과 파이썬을 활용한 OpenCV 4 프로그래밍,컴퓨터 비전 기초 이론부터 머신러닝을 활용한 영상 처리 프로젝트까지,윤대희,위키북스,2024년 05월,10%,"37,800원","42,000원",492,3,10.0
934,126594782,Do it! 조코딩의 첫 웹 개발,누구나 따라 할 수 있는 웹 페이지 만들기,"조동근,조경민",이지스퍼블리싱,2024년 05월,10%,"15,300원","17,000원",498,17,8.5
935,126566014,보안리더들의 업무 노하우,,"권오영,권오훈,김미희,김용배,김준환저 외 9명정보 더 보기/감추기권오영권오훈김미희김용배김준환김창중김태권박지용오명선이승원임홍철정원치최인엽황연수",다락원,2024년 05월,10%,"22,500원","25,000원",312,21,10.0
936,126541215,가장 빠른 풀스택을 위한 Flask & FastAPI,한 권으로 정리하는 파이썬 백엔드,Dave Lee,비제이퍼블릭(BJ퍼블릭),2024년 05월,10%,"29,700원","33,000원",810,31,9.4
937,126528836,실전 레디스,"기초, 실전, 고급 단계별로 배우는 레디스 핵심 가이드",하야시 쇼고저/서대원역/정경석감수,한빛미디어,2024년 05월,10%,"40,500원","45,000원",534,21,9.8
938,126465934,AI 원더랜드,상상이 현실이 되는 세상,안재홍,길벗,2024년 05월,10%,"22,500원","25,000원",324,9,9.6
939,126332003,권학봉의 포토샵&라이트룸 클래식 사진보정 강의,,권학봉,황금부엉이,2024년 05월,10%,"44,550원","49,500원","2,130",8,10.0
940,126330334,기계는 어떻게 생각하는가? (리커버판),알파고부터 자율 주행차까지! 기계 학습 구현 사례와 작동 원리,숀 게리시저/이수겸역,이지스퍼블리싱,2024년 05월,10%,"16,200원","18,000원","1,038",28,9.4
941,126305083,게임 기획의 정석,,타이난 실베스터저/오영욱역,스타비즈,2024년 04월,10%,"27,000원","30,000원","2,328",13,8.6
942,126285008,반복되는 업무 자동화를 위한 파워 오토메이트,,장부관,영진닷컴,2024년 05월,10%,"19,800원","22,000원","1,002",18,10.0
943,126181068,그림으로 이해하는 알고리즘,"알고리즘과 자료 구조, 쉽고 재미있게 시작하자!","이시다 모리테루,미야자키 슈이치저/이동규역",길벗,2024년 04월,10%,"19,800원","22,000원","1,596",13,10.0
944,126167769,"대격변 AI 시대, 데이터로 사고하고 데이터로 리드하라","한 권으로 간추린 확률, 통계, 데이터과학, 머신러닝, AI 특강","알렉스 거트맨,조던 골드마이어저/최재원,장진욱역",책만,2024년 05월,10%,"18,000원","20,000원",750,22,9.5
945,126157802,네이버 스마트스토어 시작하기,,서미진,한빛미디어,2024년 04월,10%,"17,820원","19,800원","2,670",61,9.7
